date,PM2.5
2020-11-27,58.0
2020-11-28,55.0
2020-11-29,47.0
2020-11-30,63.0
2020-12-01,87.0
2020-12-02,91.0
2020-12-03,153.0
2020-12-04,107.0
2020-12-05,58.0
2020-12-06,69.0
2020-12-07,64.0
2020-12-08,62.0
2020-12-09,64.0
2020-12-10,76.0
2020-12-11,88.0
2020-12-12,98.0
2020-12-13,93.0
2020-12-14,100.0
2020-12-15,100.0
2020-12-16,93.0
2020-12-17,89.0
2020-12-18,98.0
2020-12-19,101.0
2020-12-20,107.0
2020-12-21,106.0
2020-12-22,102.0
2020-12-23,104.0
2020-12-24,107.0
2020-12-25,137.0
2020-12-26,128.0
2020-12-27,136.0
2020-12-28,146.0
2020-12-29,143.0
2020-12-30,131.0
2020-12-31,102.0
